company_name,fund_name,initial_date,m_strategy,pbs,setting,total_net_profit,modified_base,june_perf,week_perf,pday_perf,perf_2019,year_conv_perf,cum_perf
멀티에셋,멀티에셋 글로벌메자닌 베트남 GOLD STAR 전문투자형사모투자신탁제1호,2019-05-28,Equity Hedge,KB증권,47,46,994.93,-0.52,-0.54,0.12,-0.51,-7.71,-0.51
메테우스,메테우스V1Pre-IPO전문투자형사모투자신탁,2019-04-03,Equity Hedge,한투증권,40,40,995.83,-0.12,-0.04,-0.02,-0.42,-1.93,-0.42
메테우스,메테우스공모주전문투자형사모투자신탁,2018-06-29,Equity Hedge,한투증권,21,19,946.20,1.45,-0.86,-0.86,-0.66,-5.50,-5.38
메테우스,메테우스대체투자전문투자형사모투자신탁제10호,2019-04-30,Equity Hedge,한투증권,148,152,"1,028.20",0.48,0.16,0.07,2.82,19.79,2.82
메테우스,메테우스대체투자전문투자형사모투자신탁제11호,2019-04-29,Equity Hedge,미래에셋대우,102,104,"1,017.93",0.22,0.07,0.03,1.79,12.35,1.79
메테우스,메테우스대체투자전문투자형사모투자신탁제12호,2019-05-21,Equity Hedge,미래에셋대우,108,111,"1,030.37",0.28,0.09,0.04,3.04,35.76,3.04
메테우스,메테우스대체투자전문투자형사모투자신탁제13호,2019-06-14,Equity Hedge,미래에셋대우,400,400,"1,001.09",0.11,0.08,0.03,0.11,5.68,0.11
메테우스,메테우스대체투자전문투자형사모투자신탁제2호,2018-08-30,Equity Hedge,한투증권,138,140,"1,224.51",1.94,0.12,0.05,12.69,27.78,22.45
메테우스,메테우스대체투자전문투자형사모투자신탁제3호,2018-08-29,Equity Hedge,한투증권,17,17,"1,068.09",2.32,-0.01,0.00,4.31,8.40,6.81
메테우스,메테우스대체투자전문투자형사모투자신탁제4호,2018-10-17,Equity Hedge,한투증권,69,71,"1,055.67",0.00,0.00,0.00,2.34,8.23,5.57
메테우스,메테우스대체투자전문투자형사모투자신탁제5호,2018-11-06,Equity Hedge,한투증권,70,69,"1,035.26",0.00,0.00,0.00,4.41,5.67,3.53
메테우스,메테우스대체투자전문투자형사모투자신탁제6호,2018-12-05,Equity Hedge,KB증권,13,13,"1,065.38",1.15,0.19,0.08,5.75,12.05,6.54
메테우스,메테우스대체투자전문투자형사모투자신탁제7호,2019-01-29,Equity Hedge,KB증권,60,61,"1,035.77",0.36,0.12,0.05,3.58,9.13,3.58
메테우스,메테우스대체투자전문투자형사모투자신탁제8호 (3종 수익증권),2019-01-29,Equity Hedge,KB증권,130,131,"1,044.61",0.26,0.09,0.04,4.46,11.39,4.46
메테우스,메테우스대체투자전문투자형사모투자신탁제9호 (C-W),2019-02-22,Equity Hedge,KB증권,169,171,"1,079.56",0.45,0.15,0.06,7.96,24.40,7.96
메테우스,메테우스코넥스하이일드전문투자형사모투자신탁제1호,2018-10-08,Equity Hedge,한투증권,11,11,"1,126.93",1.04,-0.46,-0.40,10.68,18.10,12.69
메테우스,메테우스코스닥벤처전문투자형사모투자신탁,2018-10-02,Equity Hedge,한투증권,11,12,"1,388.17",6.06,5.21,-1.06,27.45,54.08,38.82
메테우스,메테우스하이일드전문투자형사모투자신탁제1호,2018-09-28,Equity Hedge,한투증권,11,11,"1,074.61",0.91,-0.11,-0.31,5.49,10.24,7.46
모루,모루 명인 전문투자형 사모 부동산 투자신탁 제1호_A-2,2018-03-29,Equity Hedge,NH투자,74,74,959.39,-1.02,-0.34,-0.15,0.19,-3.30,-4.06
모루,모루 명인 하우징 전문투자형 사모투자신탁 제1-1호,2019-06-20,Equity Hedge,NH투자,75,75,"1,000.49",0.05,0.05,0.05,0.05,17.89,0.05
모루,모루 명인 하우징 전문투자형 사모투자신탁 제1-2호,2019-06-20,Equity Hedge,NH투자,75,75,"1,000.70",0.07,0.07,0.07,0.07,25.55,0.07
모루,모루 명인 하우징 전문투자형 사모투자신탁 제1-3호,2019-06-20,Equity Hedge,NH투자,10,10,"1,000.80",0.08,0.08,0.08,0.08,29.20,0.08
모루,모루 명장 전문투자형 사모투자신탁 제1호,2018-08-13,Equity Hedge,NH투자,11,11,"1,000.75",-0.01,0.00,0.00,-0.04,0.09,0.08
모루,모루 장인EW Plus 전문투자형 사모투자신탁 제1호,2019-03-13,Equity Hedge,NH투자,42,42,996.65,0.86,0.04,-0.06,-0.34,-1.22,-0.34
모루,모루 장인HL Plus 전문투자형 사모투자신탁 제1호,2019-03-18,Equity Hedge,NH투자,59,59,989.57,0.71,-0.07,-0.08,-1.04,-4.01,-1.04
모루,모루 장인IPO 전문투자형 사모투자신탁 제1호,2019-03-04,Equity Hedge,NH투자,10,10,"1,042.97",-0.21,-0.79,-0.25,4.30,14.39,4.30
모루,모루 장인PE Plus 전문투자형 사모투자신탁 제1호,2018-12-14,Equity Hedge,NH투자,15,15,986.30,-0.23,-0.08,-0.03,-1.32,-2.65,-1.37
모루,모루 장인PE 전문투자형 사모투자신탁 제1호_C-s,2018-07-26,Equity Hedge,NH투자,22,22,990.64,-0.06,-0.02,-0.01,-0.48,-1.04,-0.94
모루,모루 장인PE 전문투자형 사모투자신탁 제2호_A,2018-10-17,Equity Hedge,NH투자,21,21,987.36,-0.12,-0.04,-0.02,-0.98,-1.87,-1.26
모루,모루 장인PE 전문투자형 사모투자신탁 제3호_A,2018-10-30,Equity Hedge,NH투자,22,22,991.87,-0.09,-0.03,-0.01,-0.74,-1.27,-0.81
미래에셋,미래에셋다이아몬드전문투자형사모투자신탁,2019-04-22,Equity Hedge,삼성증권,120,121,"1,004.18",0.29,0.22,0.15,0.42,2.54,0.42
미래에셋,미래에셋스마트Q글로벌헤지포커스전문투자형사모증권투자신탁1호종류C-F,2018-04-02,Equity Hedge,NH투자,"1,261","1,297","1,042.67",-1.90,-1.41,0.05,9.65,3.50,4.27
미래에셋,미래에셋스마트Q멀티알파전문투자형사모증권투자신탁(채권-파생형),2019-01-29,Equity Hedge,삼성증권,500,509,"1,018.42",0.43,0.01,-0.02,1.84,4.70,1.84
미래에셋,미래에셋스마트Q아비트라지전문투자형사모투자신탁6호 C-I,2019-06-17,Equity Hedge,KB증권,100,100,"1,000.26",0.03,0.03,0.01,0.03,2.37,0.03
바로,바로IPO시너지전문투자형사모투자신탁제1호,2019-01-28,Equity Hedge,미래에셋대우,22,23,"1,050.88",1.76,-0.20,-0.15,5.09,12.90,5.09
바로,바로전문투자형사모투자신탁제1호,2019-04-30,Equity Hedge,미래에셋대우,41,40,984.96,-0.04,-0.01,-0.01,-1.50,-10.56,-1.50
바로,바로코넥스하이일드시너지전문투자형사모투자신탁제1호,2019-01-28,Equity Hedge,미래에셋대우,11,11,"1,061.03",2.87,-0.07,-0.14,6.10,15.47,6.10
바로,바로코스닥벤처전문투자형사모투자신탁제1호,2019-05-17,Equity Hedge,미래에셋대우,20,20,998.23,-0.10,-0.03,-0.01,-0.18,-1.85,-0.18
바로,바로하이일드시너지전문투자형사모투자신탁제1호,2019-01-28,Equity Hedge,미래에셋대우,11,11,"1,039.30",2.00,0.15,-0.02,3.93,9.96,3.93
바른,바른 코넥스하이일드 전문투자형 사모투자신탁제1호,2018-05-29,Equity Hedge,미래에셋대우,10,10,"1,029.88",1.13,-1.15,-0.38,1.06,2.81,2.99
바른,바른 하이일드 전문투자형 사모투자신탁제1호,2018-06-28,Equity Hedge,미래에셋대우,10,10,"1,030.96",0.94,-0.58,-0.24,-0.96,3.16,3.10
바른,바른재간접 전문투자형 사모혼합자산투자신탁제1호제1종,2019-04-26,Equity Hedge,미래에셋대우,21,21,"1,015.36",0.54,0.18,0.08,1.54,10.01,1.54
바른,바른재간접 전문투자형 사모혼합자산투자신탁제2호제1종,2019-04-26,Equity Hedge,삼성증권,22,23,"1,015.36",0.54,0.18,0.08,1.54,10.01,1.54
바른,바른플러스 전문투자형 사모혼합자산투자신탁제1호제1종,2018-05-11,Equity Hedge,미래에셋대우,33,34,"1,057.13",0.56,0.19,0.08,-0.82,5.14,5.71
밸류시스템,밸류시스템 The트랜치 하이일드 전문투자형 사모투자신탁 제1종,2019-05-21,Equity Hedge,NH투자,57,58,"1,005.66",0.35,0.12,0.05,0.57,6.66,0.57
보고,보고 로우볼 공모주 전문투자형 사모투자신탁 1호(종류A),2018-09-18,Equity Hedge,한투증권,18,19,"1,049.20",0.22,0.13,0.18,3.77,6.51,4.92
보고,보고 멀티알고리즘 전문투자형 사모투자신탁 1호(종류C-S),2019-02-22,Equity Hedge,미래에셋대우,60,61,"1,018.43",-0.20,-0.61,-0.10,1.84,5.65,1.84
보고,보고 사모채권 전문투자형 사모투자신탁 1호(종류A),2018-08-27,Equity Hedge,미래에셋대우,99,99,"1,064.25",0.44,0.15,0.06,3.68,7.87,6.43
보고,보고 사모채권 전문투자형 사모투자신탁 2호,2019-01-17,Equity Hedge,미래에셋대우,73,74,"1,031.13",0.42,0.14,0.06,3.11,7.33,3.11
보고,보고 사모채권 전문투자형 사모투자신탁 4호,2019-06-12,Equity Hedge,미래에셋대우,54,55,"1,001.38",0.14,0.13,0.06,0.14,5.60,0.14
보고,보고 신기술사업금융 전문투자형 사모투자신탁 1호,2019-05-08,Equity Hedge,미래에셋대우,20,20,"1,000.19",0.01,0.00,0.00,0.02,0.16,0.02
보고,보고 신기술사업금융 전문투자형 사모투자신탁 2호,2019-06-04,Equity Hedge,미래에셋대우,141,141,999.42,-0.06,-0.02,-0.01,-0.06,-1.25,-0.06
보고,보고 코넥스 하이일드 전문투자형 사모투자신탁 1호(종류C-S),2018-07-05,Equity Hedge,미래에셋대우,43,50,"1,162.88",0.77,-0.27,-0.15,9.96,16.94,16.29
보고,보고 코넥스 하이일드 전문투자형 사모투자신탁 2호,2019-04-30,Equity Hedge,미래에셋대우,28,29,"1,002.36",0.28,0.09,-0.01,0.24,1.66,0.24
보고,보고 하이일드 전문투자형 사모투자신탁 1호(종류C-S),2018-07-17,Equity Hedge,한투증권,17,18,"1,094.58",1.09,0.53,0.05,4.50,10.18,9.46
보고,보고 하이일드 전문투자형 사모투자신탁 2호(종류A),2019-01-21,Equity Hedge,미래에셋대우,64,65,"1,025.08",0.46,-0.05,-0.07,2.51,6.06,2.51
브이엠,브이엠 공모주 전문투자형 사모투자신탁 1호A,2018-10-08,Equity Hedge,NH투자,54,60,"1,111.34",1.21,-0.53,-0.24,7.78,15.87,11.13
브이엠,브이엠 공모주 하이일드 전문투자형 사모투자신탁 1호[채권혼합]A,2018-10-08,Equity Hedge,미래에셋대우,29,32,"1,122.17",0.87,-0.21,-0.30,6.35,17.42,12.22
브이엠,브이엠 벤처 플러스 전문투자형 사모투자신탁C-s,2019-05-15,Equity Hedge,미래에셋대우,131,133,"1,012.14",0.91,0.11,0.00,1.21,11.98,1.21
브이엠,브이엠 코넥스 하이일드 전문투자형 사모투자신탁 1호[채권혼합]A,2018-10-08,Equity Hedge,KB증권,57,62,"1,096.17",0.95,-0.56,-0.05,6.10,13.71,9.62
브이엠,브이엠 코스닥벤처 전문투자형 사모투자신탁 1호A,2018-10-26,Equity Hedge,KB증권,113,125,"1,107.74",1.78,-0.49,-0.51,9.50,16.52,10.77
브이엠,브이엠 트리니티 공모주 전문투자형 사모투자신탁C-s,2019-04-01,Equity Hedge,미래에셋대우,50,51,"1,029.09",1.29,0.18,0.02,2.91,13.11,2.91
브이엠,브이엠 트리니티 코넥스 하이일드 전문투자형 사모투자신탁[채권혼합형]C-s,2019-02-01,Equity Hedge,NH투자,40,42,"1,055.79",1.04,-0.46,-0.35,5.58,14.55,5.58
브이엠,브이엠 트리니티 코스닥벤처 전문투자형 사모투자신탁A,2019-04-09,Equity Hedge,미래에셋대우,16,16,"1,025.11",1.04,0.13,0.01,2.51,12.55,2.51
브이엠,브이엠 플래티넘 코넥스 하이일드 전문투자형 사모투자신탁A,2019-01-24,Equity Hedge,NH투자,23,24,"1,049.86",1.23,0.08,0.06,4.99,12.30,4.99
브이엠,브이엠 플래티넘 코스닥벤처 전문투자형 사모투자신탁A,2019-01-30,Equity Hedge,NH투자,40,41,"1,032.14",0.53,1.02,0.34,3.21,8.26,3.21
블루텍,블루텍 하이일드 전문투자형 사모증권투자신탁 제5호 종류형 A,2019-04-29,Equity Hedge,미래에셋대우,45,46,"1,004.31",0.33,0.14,-0.04,0.43,2.97,0.43
비앤아이,비앤아이 브리스틀콘 전문투자형 사모투자신탁 제1호 C-S,2018-01-11,Equity Hedge,KB증권,96,106,"1,372.71",1.51,-0.42,-0.38,10.63,25.86,37.27
비앤아이,비앤아이 브리스틀콘 전문투자형 사모투자신탁 제2호 C-S,2018-01-29,Equity Hedge,한투증권,43,44,"1,024.32",1.92,-0.49,-0.50,6.51,1.75,2.43
비앤아이,비앤아이 브리스틀콘 전문투자형 사모투자신탁 제3호 C-S,2018-02-26,Equity Hedge,한투증권,72,83,"1,192.86",0.46,-0.47,-0.21,16.34,14.67,19.29
비엔비,비엔비 IPO F 전문투자형 사모증권투자신탁 A,2019-04-01,Equity Hedge,미래에셋대우,388,383,986.45,0.01,0.03,0.04,-1.36,-6.11,-1.36
비엔비,비엔비 IPO 메자닌 전문투자형 사모증권투자신탁 A,2019-05-30,Equity Hedge,미래에셋대우,3,3,998.50,-0.15,-0.05,-0.02,-0.15,-2.49,-0.15
비전,비전 US뮤니 미지방채 오퍼튜니티스 전문투자형 사모투자신탁 제1호 종류 S,2019-01-23,Equity Hedge,신한금융투자,380,388,"1,030.00",0.33,0.11,-0.01,3.00,7.35,3.00
비전,비전 베스트 전문투자형 사모투자신탁 제1호 종류A,2019-06-19,Equity Hedge,신한금융투자,40,40,"1,000.10",0.01,0.01,0.01,0.01,1.83,0.01
비전,비전 인컴 플러스 알파 6M 전문투자형 사모투자신탁 제1호 종류A,2019-06-19,Equity Hedge,신한금융투자,38,38,"1,000.61",0.06,0.06,0.04,0.06,11.13,0.06
비전,비전 인컴스 플러스 공모주 전문투자형 사모투자신탁 제4호,2019-01-31,Equity Hedge,삼성증권,33,33,"1,005.04",0.04,0.01,0.00,0.50,1.30,0.50
비전,비전 초이스 전문투자형 사모투자신탁 제1호(USD) 종류A,2019-06-19,Equity Hedge,신한금융투자,95,95,10.00,-0.02,-0.02,-0.01,-0.02,-2.74,-0.02
비전,비전 콜렉션 전문투자형 사모투자신탁 제1호(USD) 종류 A,2019-04-18,Equity Hedge,신한금융투자,177,176,9.98,-0.01,-0.10,-0.01,-0.25,-90.52,-0.25
비전,비전 클라우드 전문투자형 사모투자신탁 제1호,2019-05-13,Equity Hedge,삼성증권,10,10,"1,003.95",0.20,0.07,0.03,0.40,144.18,0.40
비전,비전 프라임 전문투자형 사모투자신탁 제1호 종류 A,2019-04-18,Equity Hedge,신한금융투자,195,195,997.83,0.11,0.12,-0.01,-0.22,-79.20,-0.22
비전,비전 플래티늄 전문투자형 사모투자신탁 제1호 종류A,2019-06-19,Equity Hedge,신한금융투자,122,122,"1,000.10",0.01,0.01,0.01,0.01,1.83,0.01
수림,수림 신기술 메자닌 전문투자형 사모투자신탁 제1호  종류A,2018-03-30,Equity Hedge,한투증권,42,42,"1,007.95",-0.05,-0.02,-0.01,0.40,0.65,0.79
수림,수림 신기술 메자닌 전문투자형 사모투자신탁 제2호 A Class,2018-09-20,Equity Hedge,한투증권,75,88,"1,174.19",-0.05,-0.02,-0.01,1.57,23.20,17.42
수림,수림believe전문투자형사모투자신탁제1호종류C,2017-11-22,Equity Hedge,한투증권,49,36,724.44,6.24,3.66,-1.01,-8.15,-17.46,-27.56
수성,수성멀티메자닌P4 전문투자형사모투자신탁,2019-02-28,Equity Hedge,KB증권,100,105,"1,050.90",9.93,2.28,0.81,5.09,16.44,5.09
수성,수성멀티에셋 전문투자형사모투자신탁 4호 종류C-S,2017-07-21,Equity Hedge,KB증권,113,117,"1,117.65",0.68,0.01,-0.16,3.39,6.13,11.77
수성,수성하이일드P1 전문투자형사모투자신탁 종류A,2019-02-01,Equity Hedge,KB증권,101,108,"1,074.06",0.94,0.84,0.31,7.41,19.31,7.41
스카이워크,스카이워크 Convertible 전문투자형사모투자신탁제1호,2019-02-07,Equity Hedge,NH투자,33,32,"1,098.18",-0.05,-0.02,-0.01,9.82,26.74,9.82
스카이워크,스카이워크 EXTENSION 공모주 전문투자형 사모투자신탁 제1호,2019-05-16,Equity Hedge,미래에셋대우,51,52,"1,009.91",0.58,0.08,0.00,0.99,10.05,0.99
스카이워크,스카이워크 Monster 공모주 전문투자형 사모투자신탁 제1호,2019-04-19,Equity Hedge,미래에셋대우,50,50,"1,006.13",0.32,0.18,0.04,0.61,3.55,0.61
스카이워크,스카이워크 까노니꼬 전문투자형 사모투자신탁 제1호_종류 A,2019-05-29,Equity Hedge,NH투자,249,249,999.39,-0.06,-0.05,0.00,-0.06,-0.97,-0.06
스카이워크,스카이워크 까노니꼬 전문투자형 사모투자신탁 제2호_종류 C,2019-06-20,Equity Hedge,NH투자,175,175,999.98,0.00,0.00,0.00,0.00,-0.73,0.00
스카이워크,스카이워크 아세안유니콘 전문투자형 사모투자신탁 제1호,2019-05-20,Equity Hedge,NH투자,84,84,998.90,-0.08,-0.03,-0.01,-0.11,-1.25,-0.11
스카이워크,스카이워크 알엔케이 코넥스하이일드 전문투자형 사모투자신탁 제1호,2019-03-28,Equity Hedge,NH투자,14,14,"1,017.75",1.36,-0.13,-0.34,1.78,7.62,1.78
스카이워크,스카이워크 알엔케이 하이일드 전문투자형 사모투자신탁 제1호,2019-03-28,Equity Hedge,NH투자,7,7,"1,023.37",1.98,0.35,-0.41,2.34,10.04,2.34
시몬느,시몬느메자닌전문사모투자신탁제1호(혼합형),2018-11-20,Equity Hedge,삼성증권,62,65,"1,038.72",5.95,-0.44,-0.84,8.40,6.64,3.87
썬앤트리,썬앤트리 JK-BLUE 성장기업 전문투자형 사모투자신탁 제1호,2019-06-07,Equity Hedge,NH투자,6,5,998.95,-0.10,-0.05,-0.02,-0.10,-2.74,-0.10
썬앤트리,썬앤트리 JK-RED 메자닌 전문투자형 사모투자신탁 제10호,2019-06-13,Equity Hedge,NH투자,10,10,999.46,-0.05,-0.04,-0.02,-0.05,-2.46,-0.05
썬앤트리,썬앤트리 JK-RED 성장기업 전문투자형 사모투자신탁제1호,2018-11-23,Equity Hedge,NH투자,5,5,992.88,-0.07,-0.02,-0.01,-0.58,-1.24,-0.71
씨스퀘어,씨스퀘어 메자닌플러스 전문투자형 사모증권투자신탁 14호 CS,2019-04-25,Equity Hedge,NH투자,121,118,972.16,-1.85,-0.36,0.03,-2.78,-17.83,-2.78
씨스퀘어,씨스퀘어 세이프 전문투자형 사모투자신탁 1호 CS,2019-01-21,Equity Hedge,미래에셋대우,163,167,"1,025.61",0.48,0.12,0.02,2.56,6.19,2.56
씨스퀘어,씨스퀘어 스나이퍼 전문투자형 사모투자신탁 3호,2018-05-15,Equity Hedge,NH투자,148,139,942.40,-0.86,-1.17,-0.33,-2.07,-5.23,-5.76
씨스퀘어,씨스퀘어 스나이퍼 전문투자형 사모투자신탁 5호 A,2019-05-07,Equity Hedge,삼성증권,84,74,880.25,-9.85,-4.26,-0.30,-11.98,-97.13,-11.98
씨스퀘어,씨스퀘어 아테나 전문투자형 사모투자신탁 1호,2019-02-22,Equity Hedge,한투증권,62,62,"1,012.01",0.44,0.24,0.19,1.20,3.68,1.20
씨스퀘어,씨스퀘어 유니콘 전문사모투자신탁 1호 A,2017-12-26,Equity Hedge,NH투자,93,96,"1,050.02",-0.95,-0.95,-0.16,2.32,3.37,5.00
씨스퀘어,씨스퀘어 유니콘 전문사모투자신탁 2호 A,2018-02-05,Equity Hedge,NH투자,30,32,"1,065.44",2.03,1.04,-0.02,6.85,4.77,6.54
씨스퀘어,씨스퀘어 하이일드 플러스 전문투자형 사모투자신탁 10호,2019-03-13,Equity Hedge,KB증권,66,66,"1,007.88",0.15,0.02,0.00,0.79,2.88,0.79
씨스퀘어,씨스퀘어 하이일드 플러스 전문투자형 사모투자신탁 6호 CI,2018-07-06,Equity Hedge,KB증권,103,107,"1,040.62",0.14,-0.04,-0.04,1.52,4.24,4.06
씨스퀘어,씨스퀘어 하이일드 플러스 전문투자형 사모투자신탁 8호,2018-11-29,Equity Hedge,KB증권,77,80,"1,037.20",0.22,-0.01,-0.02,2.83,6.66,3.72
씨스퀘어,씨스퀘어 하이일드 플러스 전문투자형 사모투자신탁 9호,2019-01-31,Equity Hedge,KB증권,79,80,"1,031.95",0.44,0.12,0.04,3.20,8.27,3.20
씨스퀘어,씨스퀘어 헤리티지 세이프 전문투자형 사모투자신탁 1호 A,2019-01-16,Equity Hedge,한투증권,142,146,"1,026.64",0.36,0.11,0.03,2.66,6.23,2.66
씨스퀘어,씨스퀘어세이프전문투자형사모투자신탁2호 A,2019-02-25,Equity Hedge,미래에셋대우,106,108,"1,015.52",0.46,0.08,0.01,1.55,4.88,1.55
씨앗,씨앗멀티-强전문투자형사모투자신탁 종류 C-S,2018-09-17,Equity Hedge,NH투자,255,276,"1,087.35",-0.55,-0.34,0.52,4.48,11.51,8.73
씨앗,씨앗멀티-宮전문투자형사모투자신탁 종류 C-S,2019-02-28,Equity Hedge,삼성증권,493,493,"1,000.17",-0.55,-0.31,0.46,0.02,0.05,0.02
씨앗,씨앗멀티-銘전문투자형사모투자신탁 종류 C-S,2019-04-23,Equity Hedge,NH투자,168,168,"1,000.70",-0.56,-0.45,0.36,0.07,0.43,0.07
씨앗,씨앗멀티-善전문투자형사모투자신탁 종류 C-S,2018-07-31,Equity Hedge,삼성증권,396,387,"1,078.78",-0.48,-0.31,0.52,4.96,8.85,7.88
씨앗,씨앗멀티-秀전문투자형사모투자신탁 종류 C-a,2019-03-29,Equity Hedge,삼성증권,247,248,"1,003.84",-0.68,-0.31,0.40,0.38,1.67,0.38
씨앗,씨앗멀티-信전문투자형사모투자신탁 종류 C-S,2018-03-12,Equity Hedge,NH투자,453,473,"1,234.13",-0.60,-0.34,0.49,5.92,18.34,23.41
씨앗,씨앗멀티-允전문투자형사모투자신탁 종류 A,2019-04-30,Equity Hedge,미래에셋대우,159,160,"1,003.69",-0.62,-0.53,0.35,0.37,2.59,0.37
씨앗,씨앗멀티-仁전문투자형사모투자신탁 종류 C-S,2018-01-11,Equity Hedge,미래에셋대우,474,470,"1,253.75",-0.55,-0.31,0.50,5.50,17.61,25.38
